internal_id_number,name,income_tax_number,entity_reg_number,client_type,vat_reg_number,vat_category,month_end,last_day,email,cell_number,contact_person,contact_person_cell,registered_address,is_active,is_sa_resident,first_financial_year
P0386,ONYX SOLUTIONS (PTY) LTD,,2024/045179/07,Private Company,,,2,28,chillnet7@gmail.com,826480138,,,"3 TULBACH WOONSTEL
STILFONTEINWEGSTILFONTEIN
NORTH-WEST
South Africa
2520",0,1,
P0387,GG SAFETY NET (PTY) LTD,9968891169,2019/218262/07,Private Company,,,2,28,genevieve.norris74@gmail.com,834447918,,,"17 PETER CRESCENT
WAVERLEYBLOEMFONTEIN
FREE STATE
South Africa
9301",0,1,2020
P0388,SHADES OF BROWN COSMETICS  (PTY) LTD,9365584201,2021/606206/07,Private Company,,,2,28,genevieve.norris74@gmail.com,83447918,,,"17 PETER CRESCENT
WAVERLEYBLOEMFONTEIN
FREE STATE
South Africa
9301",0,1,2022
P0389,SHAMAR PROPERTY DEVELOPMENT (PTY) LTD,9155473243,REG.NO: 2019/19747,Private Company,,,2,28,genevieve.norris74@gmail.com,834447918,,,"17 PETER CRESCENT
WAVERLEYBLOEMFONTEIN
FREE STATE
South Africa
9301",0,1,2020
P0390,HERMES GAMING (PTY) LTD,,2024/056600/07,Private Company,,,2,28,evan@megadial.com,828003482,,,"36 MARKET STREET
VRYBURGVRYBURG
NORTH WEST
South Africa
8601",1,1,2024
P0391,LIBERALLY SUPPLIED 4 (PTY) LTD,9857661186,2024/027119/07,Private Company,,,2,28,mdsfern@icloud.com,762950318,,,"3 ZIRCON STREET
JAN CILLIERS PARKWELKOM
FREE STATE
South Africa
9459",0,1,
P0392,JIRANIS 79 CONSULTING AND ENTERPRISE (PTY) LTD,9719330186,2021/691889/07,Private Company,,,2,28,Mokoena.mable@gmail.com,787002110,,,"NO 12439 G MATSITSA STREET
MOTSE-THABONG LOCATIONWELKOM
FREE STATE
South Africa
9463",0,1,2022
P0394,BOSSA GAUTENG (PTY) LTD,9076255257,2018/210123/07,Private Company,,,2,28,info@bossa.co.za,833574508,,,"8 Flambeau Street
CourtraiPaarl
Western Cape
South Africa
7646",1,1,2019
P0395,COOK A CHEF  (PTY) LTD,9104070280,2024/133295/07,Private Company,,,2,28,adrian@bossa.co.za,825626322,,,"19 Paarlberg Crecsent
DurbanvilleDurbanville
Western Cape
South Africa
7750",1,1,2025
P0396,EVERSON LOGISTICS (PTY) LTD,9101849249,2018/106571/07,Private Company,,,2,28,frans@eversonlogistics.co.za,829266428,,,"10 DIE BADPAD
VAN RIEBEECKSTRANDMELKBOSSTRAND
WESTERN CAPE
South Africa
7441",1,1,2019
P0397,ROCK - HARD (PTY) LTD,9591086187,2017/249459/07,Private Company,,,2,28,,,,,"22 AVONDALE DRIVE
BALLITOBALLITO
KWA-ZULU NATAL
South Africa
4420",0,1,2018
P0398,EVERSON GROUP (PTY) LTD,9204344270,2024/226315/07,Private Company,,,2,28,carina@eversonlogistics.co.za,829266428,,,"10 DIE BADPAD
MELKBOSSTRANDMELKBOSSTRAND
WESTERN CAPE
South Africa
7441",1,1,2025
P0399,EVERSON ENTERPRISES (PTY) LTD,9207308272,2024/225743/07,Private Company,,,2,28,carina@eversonlogistics.co.za,829266428,,,"10 Die Bad PadMelkbosstrand
Western Cape
South Africa
7441",1,1,2025
P0400,COLLECT PAY (PTY) LTD,9186628286,2024/238061/07,Private Company,,,2,28,oceanpotc@gmail.com,662016273,,,"28 HOLTZHAUSEN ROAD
BAILLIE PARKPOTCHEFSTROOM
NORTH WEST
South Africa
2531",1,1,2025
P0401,AAEV (PTY) LTD,,2024/407357/07,Private Company,,,2,28,alex.anthanasiu@gmail.com,785913061,,,"36 Market Street
VryburgVryburg
North West
South Africa
8601",0,1,2025
P0402,EARTHLECTRICAL SOLUTIONS (PTY) LTD,9261759261,2024/392270/07,Private Company,,,2,28,earthlectrical.solutions@gmail.com,718729211,,,"829 Cronstedt Street
Moreleta ParkPretoria
Gauteng
South Africa
44",0,1,2025
P0403,MAGONGOA PROPERTIES (PTY) LTD,9324051250,2023 / 930015 / 07,Private Company,,,2,28,magongoasellom076@gmail.com,730708850,,,"2780 BLOCK L
SHOSHANGUVEPRETORIA
GAUTENG
South Africa
152",0,1,2024
P0404,S M M WEALTH MANAGEMENT (PTY) LTD,9404281223,2023 / 934896 / 07,Private Company,,C,2,28,magongoasellom076@gmail.com,730708850,,,"2780 BLOCK L
SHOSHANGUVEPRETORIA
GAUTENG
South Africa
152",0,1,2024
P0405,S M M INNOVATION (PTY) LTD,9995317188,2023/879925/ 07,Private Company,,C,2,28,magongoasellom076@gmail.com,730708850,,,"2780 BLOCK L
SHOSHANGUVEPRETORIA
GAUTENG
South Africa
152",0,1,2024
P0406,MAGONGOA LOGISTICS AND SUPPLY CHAIN MANAGMENT (PTY) LTD,9548623207,2023/879878/07,Private Company,,,2,28,magongoasellom076@gmail.com,730708850,,,"2780 BLOCK L
SHOSHANGUVEPRETORIA
GAUTENG
South Africa
152",0,1,2024
P0407,KHUMOENTLE PROPERTY (PTY) LTD,9859870181,2024/547609/07,Private Company,,,2,28,charlotte.makhetha@gmail.com,836254725,,,"IE Business Centre 2nd Floor
Cnr of Buiten Street  StatewayWelkom
Free State
South Africa
9459",1,1,2025
P0417,DILLYGENTIA (PTY) LTD,9573888204,2024/492815/07,Private Company,,,12,31,karabomokoena109@gmail.com,694225230,KARABO VENESSA MOKOENA,694225230,"3777 Dr Mngoma Street
Welkom
Free State
9459",0,1,
P0418,HORSE OX (PTY) LTD,9368665197,2019/389842/07,Private Company,,,2,28,donsales@me.com,720223981,DONALD WLADIMIR SALES,720223981,"19 St Claire Court
263 Highlevel Road
Sea Point
Western Cape
8006",0,1,2020
P0419,MATOKE EATERY CT (PTY) LTD,9336451241,2025/123508/07,Private Company,,,2,28,siphom@khabokedi.co.za,079 509 8929,,,"3 Chloor Street
Alrode
Alberton
Gauteng
1451",1,1,2025
P0420,JP PERFORMANCE AND SERVICES (PTY) LTD,9359607224,2023/122881/07,Private Company,,,2,28,,,,,"46 Jacaranda Street
Fochville
Gauteng
2515",0,1,2024
PLC0001,BIZARMOUR INC.,9529809171,2015/380122/21,Incoporation,,,6,30,ronel@bizarmour.co.za,798843207,,,,1,1,
PLC0002,RAEESA OMAR INC,9337676192,2018/609708/21,Incoporation,,,2,28,henniep@newerahealth.co.za,,,,"MSC HOUSE 1 MEDITERRANEAN STREET
FORESHORECAPE TOWN
WESTERN CAPE
South Africa
8001",1,1,2019
SH0015,THE DELA MAPOSTOLO TRUST,,IT 3354/09,Trust,,,2,28,leratom@khabokdedi.co.za,795098929,,,"3 Chloor Street
AlrodeAlberton
Gauteng
South Africa
1451",1,1,
SH0037,RUZEWA TRUST,,IT:838/04,Trust,,,2,28,sanet.muller21@gmail.com,,,,,0,1,
SH0071,MICON GROUP (PTY) LTD - RESIGNED,,2015/279402/07,Private Company,,,2,28,admin@micongroup.co.za,,,,"42 FUSCHIA CRESCENT
JIM FOUCHPARKWELKOM
FREE STATE
South Africa
9459",0,1,
SH0096,JACOBS SITHOLE VENTURES (PTY) LTD,,2015/205639/07,Private Company,,,2,28,mosesksithole@gmail.com,665443330,,,"118 Kock StreetRusntenburg
North West
South Africa
299",0,1,
SH0131,SHAGGIN WAGONS (PTY) LTD,,2015/153770/07,Private Company,,,2,28,jaydeb@mavericktelecom.co.za,083-298-1777,,,"8 VIRGINA AVENUE
CAPE TOWNVREDEHOEK
WESTERN CAPE
South Africa
8001",0,1,2016
SH0135,HAMBURG TRUST,,IT1785/2006,Trust,,,2,28,,,,,,0,1,
SH0149,THE BILTONG VILLAGE TRUST,,IT147/05,Trust,,,2,28,herbstbennie7@gmail.com,843515820,,,"19 RORICH CRESCENT
FICHARDT PARKBLOEMFONTEIN
FREE STATE
South Africa
9459",0,1,
SH0173,LUVUYOLWETHU CONSULT (PTY) LTD,9764416187,2022/321658/07,Private Company,,,2,28,,,,,"67 ROCKY VIEW
WINDSURF ROADWELTEVREDEN PARK
GAUTENG
South Africa
2008",0,1,
SH0278,THE CHELSEA MOUSE FAMILY TRUST,,IT001164/2024(C),Trust,,,2,28,mark@farrelly.co.za,834124000,,,"16 Brownlow Road
TamboerskloofCape Town
Western Cape
South Africa
8001",0,1,
SHD0020,THE DACHALECOLE TRUST,,IT4002/2005,Trust,,,2,28,asavvas@mweb.co.za,827844702,,,,0,1,
T0001,ELIADES - KALORIZAS FAMILY TRUST,788439156,IT 681/07,Private Company,,,2,28,johnny@ieint.com,836254725,,,"4 Kok Street
St HelenaWelkom
Free State
South Africa
9459",1,1,
T0003,ELIADES BUSINESS TRUST,732097142,IT 2189/99,Trust,4840188389,,2,28,kyriacos@eliadesgroup.com,828842544,,,,1,1,
T0004,NICORSIA TRUST,232659144,IT 592/02,Trust,,,2,28,kyriacos@eliadesgroup.com,828842544,,,"169 JAC VAN RHYN AVENUE
UNIVERSITASBLOEMFONTEIN
FREE STATE
South Africa
9301",1,1,
T0005,RENO ENTERTAINMENT TRUST,702232141,IT 1575/2000,Trust,,,2,28,kyriacos@eliadesgroup.com,828842544,,,,1,1,
T0006,ELIADES FAMILY TRUST,614493153,IT1684/06,Trust,,,2,28,kyriacos@eliadesgroup.com,828842544,,,,1,1,
T0007,E & M TRUST,,IT1505/01,Trust,,,2,28,kyriacos@eliadesgroup.com,828842544,,,,0,1,
T00085,PIETRO BRUNO FAMILY TRUST,469518146,IT 291/02,Trust,,,2,28,jaxon@yebo.co.za,,,,,1,1,
T0009,RENOS TRUST,249392143,IT903/01,Trust,,,2,28,idalina@eliadesgroup.com,828842544,,,,1,1,
T0010,ALVERENO TRUST DE REGISTERED,464896158,IT 1204/07,Private Company,,,2,28,kyriacos@eliadesgroup.com,828842544,,,,0,1,
T0011,RENOS FAMILY TRUST,265146407,IT 1683/99,Trust,,,2,28,kyriacos@eliadesgroup.com,828842544,,,,1,1,
T0013,ANGEL TRUST,,IT11604/05,Trust,,,2,28,oceanpotc@gmail.com,,,,,1,1,
T0014,SOPHIA VRYSOULIS GOUDIS FAMILY TRUST,2919169173,IT130/2015,Trust,,,2,28,admin@vryburg.diydepot.co.za,725542155,,,"12 Brown Street
VryburgVryburg
North West
South Africa
8601",1,1,
T0015,YOANNIS  FAMILY TRUST,702334160,IT 666/2010,Trust,,,2,28,oceanpotc@gmail.com,742107060,,,,1,1,
T0019,CM XUMA FAMILY TRUST,402608186,IT291/2011,Trust,4070259306,,2,28,martinxuma@icloud.com,734058744,,,,1,1,
T0021,MAVERICK TRUST,290453232,IT 2056/2010,Trust,,B,2,28,accounts@mavericktelecom.co.za,832227175,,,,1,1,
T0023,THE FRANCO STEFANO BRUNO FAMILY TRUST,3355055165,IT1091/12,Trust,,,2,28,francob@themaverickgroup.co.za,11,,,,1,1,
T0025,THE GIANCARLO BRUNO FAMILY TRUST,2680360167,IT1000/12,Trust,,B,2,28,accounts@mavericktelecom.co.za,832227175,,,,1,1,
T0026,THE PAUL PAPADOPOULOS ESTATE TRUST,248688293,IT001175/2013,Trust,,,2,28,ovmari@gmail.com,,,,,1,1,
T0027,FUTURE YOU SCHOLARSHIP TRUST 2,,IT506/13,Trust,,,2,28,finance@etconsult.co.za,842092331,,,,0,1,
T0028,FUTURE YOU SCHOLARSHIP TRUST 1,,IT 507/13,Trust,,,2,28,finance@etconsult.co.za,842092331,,,,0,1,
T0029,OUR EARTH TRUST,,IT508/13,Trust,,,2,28,finance@etconsult.co.za,842092331,,,,0,1,
T0030,THE GOOD SAMARITAN TRUST,,IT 879/13,Trust,,,2,28,finance@etconsult.co.za,842092331,,,,0,1,
T0031,RAMOS TRUST,79740338,IT 826/13,Trust,,,2,28,luckyboy.ramos@gmail.com,824810925,,,,1,1,
T0032,IOANNIS ELIADES FAMILTY TRUST,,IT 1249/2000,Trust,,A,2,28,johnny@ieint.com,836254725,,,,1,1,
T0033,FRANCO BRUNO FAMILY TRUST,,IT020696/2014,Trust,,,2,28,francob@themaverickgroup.co.za,,,,,1,1,
T0036,C.A.M. FAMILY TRUST,,IT020341/2014,Trust,,,2,28,lsalvado@outlook.com,F083 728 0719,,,,0,1,
T0037,IHBSD FAMILY TRUST (HOLMES FAMILY TRUST),,IT2416/01,Trust,,,2,28,ian@revivalproducts.co.za,834693543,,,,0,1,
T0039,DAN TRUST,,IT000643/2016(B),Trust,,,2,28,asavvas@mweb.co.za,827844702,,,,1,1,
T0041,VAN ALPHEN FAMILY TRUST,3124024179,IT252/2016(B),Trust,,,2,28,oddete@matlec.com,823000867,,,"28 Van Bruggen Street
Jan Cilliers ParkWelkom
Free State
South Africa
9459",1,1,
T0042,KEMIC FAMILY TRUST,,IT 000961/2016 (B),Trust,,,2,28,loismotors@gmail.com,,,,,0,1,
T0043,ITHEMBA TRUST,,IT000138/2017(B),Trust,,,2,28,oddete@matlec.com,823000867,,,"No 50 Beare StreetKuruman
Northern Cape
South Africa
8460",1,1,
T0044,VAN ALPHEN PROPERTY TRUST,1475571186,IT001005/2016(B),Trust,4750281786,,2,28,oddete@matlec.com,823000867,,,"28 Van Bruggen Street
Jan Cilliers ParkWelkom
Free State
South Africa
9459",1,1,
T0045,CLAUDIO CRISMANN TRUST,,IT000591/2017(B),Trust,,,2,28,87otlto@gmail.com,,,,,1,1,
T0046,CRISMANN FAMILY TRUST,,IT000599/2017(B),Trust,,,2,28,sharmaine@rightclickmedia.co.za,760607162,,,,1,1,
T0047,ESSON TRUST,,IT000618/2017(B),Trust,,,2,28,Vaughan.esson@gmail.com,722844686,,,"14 Lill Bester Street
Brackenhurst Ext 1Alberton
Gauteng
South Africa
1448",0,1,
T0048,J. BARNARD TRUST,,IT000576/2017(B),Trust,,,2,28,janine@rightclickmedia.co.za,,,,,1,1,
T0049,ANGELIDES FAMILY TRUST,,IT000079/2017(B),Trust,,,2,28,oceanpotc@gmail.com,,,,,1,1,
T0050,FRANCO AND RENE BRUNO ASSET TRUST,,IT 000199/2017(B),Trust,,,2,28,francob@thehizonegroup.co.za,0834587212FRANC,,,,1,1,
T0051,W.I.L.K.A TRUST,1591287188,IT000137/2017(B),Trust,,,2,28,ledmatlec@gmail.com,741339540,,,"14 Heide Avenue
Jim Fouche parkWelkom
Free State
South Africa
9459",1,1,
T0052,RUDI PELSER FAMILIE TRUST,,IT000198/2017(B),Trust,,,2,28,orconstruction@hotmail.com,0725770854Brend,,,,1,1,
T0054,SHARON GUILFORD TRUST,,IT000617/2017(B),Trust,,,2,28,sharon.guilford@rightclickmedia.co.za,,,,,1,1,
T0055,GREGORINI FAMILY TRUST,1721984183,IT000483/2017(B),Trust,,,2,28,fulvio@playbet.co.za,,,,,1,1,
T0056,BALKAN HOLDINGS TRUST,,IT000441/2017(B),Trust,,,2,28,vvv@playbet.co.za,824656233,,,,1,1,
T0057,KARIM FAMILY TRUST RESIGNED,,IT492/2017(B),Trust,,,2,28,nadim@playbet.co.za,631279167,,,,1,1,
T0058,BEATUS FAMILIA TRUST,3776897179,IT000428/2015N,Trust,,,2,28,finance@etconsult.co.za,842092331,,,,1,1,
T0059,EMPOWERMENT TRADING TRUST,,IT000427/2015(N),Trust,,,2,28,finance@etconsult.co.za,842092331,,,,1,1,
T0060,DARRYL RAHME FAMILY TRUST,1941954172,IT000434(B),Trust,,,2,28,darryl@innovate360.co.za,823779331,,,,0,1,
T0061,STAVROU FAMILY TRUST,,IT000507/2017(B),Trust,,,2,28,stilfontein@okstilf.com,823085354,,,,1,1,
T0062,RdJ TRUST,,IT000001/2018(B),Trust,,,2,28,ronel@bizarmour.co.za,798843207,,,"12 Middle Road
MorningsideSandton
Gauteng
South Africa
2196",1,1,
T0063,PETRO TRUST,,IT000149/2018(B),Trust,,,2,28,ronel@bizarmour.co.za,798843207,,,"28 Chesham Road
BryanstonBryanston
Gauteng
South Africa
2191",1,1,
T0064,R & D TRUST,3592359172,IT000148/2018(B),Trust,,,2,28,ronel@bizarmour.co.za,798843207,,,"12 Middle Road
MorningsideSandton
Gauteng
South Africa
2090",1,1,
T0065,PAMU TRUST RESIGNED,,IT000154/2018(B),Trust,,,2,28,paballo@pabalaconsulting.com,736912331,,,,0,1,
T0068,HILLSIDE FAMILY TRUST,1081685255,IT000012/2019(B),Trust,,,2,28,dinok@romador.co.za,828541971,,,"766 Curlewis  Street
Moreleta ParkPretoria
Gauteng
South Africa
44",1,1,
T0069,CLC MAKHETHA FAMILY TRUST,,IT000011/2019(B),Trust,,,2,28,charlotte.makhetha@gmail.com,789608334,,,"271 Long Road
BedeliaWelkom
Free State
South Africa
9459",1,1,
T0070,ETHANDI TRUST,3030920171,IT000013/2019(B),Trust,,,2,28,evan@megadial.com,828003482,,,"10 Brown Street
VryburgVryburg
North West
South Africa
8601",1,1,
T0071,ELIZABETH NCUBE FAMILY TRUST,,IT 000856/2018 (B),Trust,,,2,28,,835178894,,,"277 Koppie Alleen Road
ReitzparkWelkom
Free State
South Africa
9459",0,1,
T0072,TETHYS TRUST,2519916189,IT 000844/2018(B),Trust,,,2,28,ariva@yebo.co.za,832844811,,,,1,1,
T0073,RED BRIJ TRUST,,IT000010/2019(B),Trust,,,2,28,ronel@bizarmour.co.za,829321427,,,,1,1,
T0074,EVANGELOS VRYSOULIS FAMILY TRUST,235585163,IT3791/06,Trust,4200249268,B,2,28,vanzyl.melaniea@gmail.com,828003482,,,"10 BROWN STREET
VRYBURGVRYBURG
NORTH WEST
South Africa
8601",1,1,
T0075,MOODLEY FAMILY TRUST,,IT000844/2019(B),Trust,,,2,28,ariva@yebo.co.za,836587324,,,,1,1,
T0076,KONSTANTINOS GIULEAS FAMILY TRUST,,IT000683/2019(B),Trust,,,2,28,maria@ieint.com,607834328,,,,1,1,
T0077,TUKULA TRUST,,IT000585/2019(B),Trust,,,2,28,johannfourie81@gmail.com,728559743,,,,1,1,
T0080,JOHNNY ELIADES FAMILY TRUST,1857793184,IT000848/2019(B),Trust,,,2,28,johnny@ieint.com,836254735,,,,1,1,
T0081,PC FAMILY TRUST,383533270,IT000025/2020(B),Trust,,,2,28,peter@jsengineering.co.za,832601585,,,,1,1,
T0082,CARLO RAMOS FAMILY TRUST,2669162188,IT000771/2020(B),Trust,,,2,28,jcarlo.ramos1733@gmail.com,838594470,,,,1,1,
T0083,KAMENOS TRUST FUND,,IT:000017/2021(B),Trust,,,2,28,athoskamenos@gmail.com,823383368,,,,1,1,
T0084,ARCAS TRUST,,IT000434/2022(B),Trust,,,2,28,bmagdalinos@gmail.com,824512602,,,"87 HOLZGEN STREET BRACKENHURST
BRACKENHURSTALBERTON
GAUTENG
South Africa
1448",1,1,
T0086,FRANCO BRUNO FAMILY TRUST,100027424,IT1724/90,Trust,,,2,28,ariva@yebo.co.za,,,,,1,1,
T0088,SAVVAS FAMILY TRUST,,IT000843/2022(B),Trust,,,2,28,savvas.amigos@gmail.com,832981012,,,"45 JIM VOLKS ROAD
JIM FOUCHE PARKWELKOM
FREE STATE
South Africa
9459",1,1,
T0089,SPEELMAN FAMILY TRUST,,IT000755/2022(B),Trust,,,2,28,bongispeelman@gmail.com,810108082,,,"6 DALMEIDA STREET
DAGBREEKWELKOM
FREE STATE
South Africa
9459",1,1,
T0090,GAMBALE FAMILY TRUST,2042132197,IT000043/2023(B),Trust,,,2,28,gambale@live.co.za,820721411,,,"39A Avenue Disandt
FresnayeCape Town
Western Cape
South Africa
8005",1,1,
T0091,TSHEGOFATSO TRUST,,IT000858/2022(B),Trust,,,2,28,angel_pelo@live.co.za,,,,,1,1,
T0093,STOLTZ FAMILY TRUST,,IT020096/2014,Trust,,,2,28,,825585815,,,"13 LAUREL AVENUE  RIEBEECKSTAD
RIEBEECKSTADRIEBEECKSTAD
FREE STATE
South Africa
9469",1,1,
T0094,MIDAS HOLDINGS TRUST,,IT000467/2024(B),Trust,,,2,28,george@jsengineering.co.za,834545311,,,"6 Parrot Close
Greenstone HillEdenvale
Gauteng
South Africa
1609",1,1,
T0095,SAVVAS FAMILY TRUST (Cape Town),,IT000097/2023(C)),Trust,,,2,28,ss.savva@gmail.com,,,,"4A General Janssens Street
Big BayBlouberstrand
Western Cape
South Africa
7441",1,1,
T0096,PIETER VAN DER WESTHUIZEN TRUST,,IT497/2002,Trust,,,2,28,pieter@bossa.co.za,827741629,,,"47 Stepping Stones
EversdalDurbanville
Western Cape
South Africa
7550",1,1,
T0097,THE KHANYAMOLEMO INVESTMENTS TRUST,,IT6022/06,Trust,,,2,28,ambrosessekotlo@gmail.com,836547279,,,"NO 5 CORRIELOCH PLACE WIGWAM
BRIGADOON GOLF ESTATERUSTENBURG
NORTH WEST
South Africa
299",1,1,
T0098,THE J & M TRUST,,IT4468/2013,Trust,,,2,28,gerry@bigginvest.co.za,834070327,,,,1,1,
T0099,PARADIE  TRUST,,IT35/2013,Trust,,,2,28,gerry@bigginvest.co.za,834070327,,,,1,1,
T0100,MILLA VAN DER WESTHUIZEN TRUST,,IT2183/2007,Private Company,,,2,28,mielliepitt@gmail.com,827741629,,,,1,1,
T0101,SWART FAMILY TRUST,1057751248,IT000072/2023(C),Trust,,,2,28,info@bossa.co.za,833574508,,,"8 Flambeau Street North
CourtraiPaarl
Western Cape
South Africa
7646",1,1,
T0102,DIE ANNICO TRUST,510704141,IT337/1997,Trust,,,2,28,accounts@bossa.co.za,833574508,,,,1,1,
T0103,KHANYAMOLEMO TRUST,,IT001480/2020(T),Trust,,,2,28,ambrosessekotlo@gmail.com,836547279,,,"NO 5 CORRIELOCH PLACE WIGWAM
BRIGADOON GOLF ESTATERUSTENBURG
NORTH WEST
South Africa
299",1,1,
T0104,MORASCHA TRUST,40513335,IT692/2008,Trust,,,2,28,georgia@gngprop.co.za,834447918,,,"17 PETER CRESCENT
WAVERLEYBLOEMFONTEIN
FREE STATE
South Africa
9301",1,1,
T0105,BIG G TRUST,,IT000033/2024(B)),Trust,,,2,28,gerry@bigginvest.co.za,834070327,,,"22 Heerenzicht Estate
Vygeboom AvenueDurbanville
Western Cape
South Africa
7550",1,1,
T0106,EVERSON TRUST,,IT001952/2023(C),Trust,,,2,28,carina@eversonlogistics.co.za,829266428,,,"10 DIE BADPAD
VAN RIEBEECKSTRANDMELKBOSSTRAND
WESTERN CAPE
South Africa
7441",1,1,
T0107,NIKLIKI TRUST,,IT000656/2022,Trust,,,2,28,marina@intcollection.co.za,824464906,,,,1,1,
T0111,RUTENBERG FAMILY TRUST,1295511248,IT63/91,Trust,,,2,28,phillip@dredgeadrain.co.za,082 551 7585,,,"165 Mount Pellan Drive
Glenvista
Johannesburg
Gauteng
2091",1,1,
